name,county,type,contact_person,phone,email,sub_county,nearest-landmark,lat,lon
Al-Faruq Dispensary,Garissa,Hospital,,,,Garissa,Soko Ngombe,-0.4422,39.65883
Al-Faruq Medical Clinic,Garissa,Hospital,,,,Garissa, ,-0.43834,39.65516
Al-Firdaus Health Care,Mombasa,Hospital,,,,Mvita,Majengo,-4.04535,39.66511
Al-Furaqan Clinic,Wajir,Hospital,,,,Wajir East,Wajir,1.74871,40.05859
Al-Gadhir Clinic,Nairobi,Hospital,,,,Dagoretti North,Riruta,-1.28293,36.74322
Algadir Medical Clinic,Nakuru,Hospital,,,,Nakuru,Near Afraha stadium,-0.29912,36.06766
Alhamdu Medical Clinic,Wajir,Hospital,,,,Habaswein,Habaswein Trading Centre,1.01591,39.49084
Al-Hamdu Medical Clinic,Wajir,Hospital,,,,Wajir East,Wajir,1.75129,40.05686
Al-Haqq Medical Clinic,Wajir,Hospital,,,,Wajir East,Wajir,1.74691,40.05662
Alhidaya Medical Clinic,Wajir,Hospital,,,,Habaswein,Habaswein Trading Centre,1.01708,39.49343
Alice Nursing Home,Nairobi,Hospital,,,,Embakasi South,Nairobi- Mukuru,-1.31699,36.8865
Alika Medical Clinic,Kiambu,Hospital,,,,Kikuyu,Wangige,-1.21849,36.71338
Aliki Medical Centre,Kiambu,Hospital,,,,Kiambu,Karuri,-1.1733,36.7584
Alikune Dispensary,Garissa,Hospital,,,,Dadaab,Dadaab,-0.2067,40.0079
Alimaow Health Centre,Wajir,Hospital,,,,Wajir East,Wajir Town,1.73461,40.04766
Alinjugur Health Centre,Garissa,Hospital,,,,Fafi,Hagadera,-0.03048,40.45615
All Care Medical Centre,Nairobi,Hospital,,,,Langata,At Karen shopping centre,-1.3234,36.70736
All Day Medical Clinic,Murang'a,Hospital,,,,Mathioya,Kiriaini,-0.624374,36.8481
All Saints Musaa,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Eshisiru Mkt,0.293967,34.6629
Alliance Clinic,Vihiga,Hospital,,,,Sabatia,Chavakali,0.11834,34.73399
Alliance Medical Centre,Nairobi,Hospital,,,,Kamukunji,Garissa Lodge Market,-1.27943,36.85035
Alliance Medical Clinic,Garissa,Hospital,,,,Garissa, ,-0.45358,39.64202
Alliance Medical Clinic (Kirinyaga),Kirinyaga,Hospital,,,,Kirinyaga West, ,-0.56087,37.18919
Al-Maaruf Clinic,Wajir,Hospital,,,,Wajir East,Wajir,1.74985,40.05763
Almacy Medical  Clinic,Siaya,Hospital,,,,Bondo,Usenge,-0.06349,34.06152
Al-Maqdis ENT Clinic,Garissa,Hospital,,,,Garissa,Garissa,-0.44803,39.64778
Almed Health Products,Meru,Hospital,,,,Imenti North,Meru,3.93029,41.8686
Alms House Dispensary,Mombasa,Hospital,,,,Mvita,Majendo,-4.03733,39.65704
Al-Mumtaz Medical Clinic,Garissa,Hospital,,,,Garissa,Garissa Town,-0.47455,39.65443
Al-Mustaqim Clinic,Wajir,Hospital,,,,Wajir East,Wajir,1.75129,40.05686
Alnas Medical Clinic,Mandera,Hospital,,,,Mandera East,Mandera,3.93456,41.85067
Alnasar Medical Clinic,Garissa,Hospital,,,,Garissa, ,-0.44308,39.64489
Alpha Community Health Clinic (Migori),Migori,Hospital,,,,Migori,Oruba Estate Migori Town,-1.06888,34.46355
Alpha Dental Services,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,1.01627,35.00395
Alpha Family Health Care,Nyeri,Hospital,,,,Tetu,Giakanja,-0.49212,36.96777
Alpha Medical Agency,Vihiga,Hospital,,,,Sabatia,Chavakali Market,0.116212,34.72601
Alpha Medical Clinic,Samburu,Hospital,,,,Samburu Central,Maralal Town,1.0997,36.6993
Alpha Medical Clinic (Kambu),Makueni,Hospital,,,,Kibwezi,Kambu town,-2.5961,38.07333
Alpha Medical Clinic (Koibatek),Baringo,Hospital,,,,Koibatek,Eldama Ravine,0.04847,35.72456
Alpha Medical Clinic Mile Tisa,Kajiado,Hospital,,,,Kajiado Central,Mile Tisa,-2.43682,36.84749
Alpha Nursing Home,Machakos,Hospital,,,,Masinga,Kaewa,-0.93971,37.6759
Alphine Dental Centre (Kencom Hse),Nairobi,Hospital,,,,Starehe, ,-1.28579,36.82471
Alphine Health Care Centre,Bungoma,Hospital,,,,Bungoma South,St. Damiano Hospital,0.60866,34.65489
Alphond Medical Centre,Kakamega,Hospital,,,,Mumias West,Nabongo,0.33465,34.48798
Al-Ramah Healthcare,Garissa,Hospital,,,,Garissa, ,-0.4406,39.6581
Al-Siha Nursing Home,Mandera,Hospital,,,,Mandera East,Mandera,3.93507,41.85256
Alum Beach Dispensary,Homa Bay,Hospital,,,,Rachuonyo North,Kandiege Market,-0.44673,34.48747
Aluor Mission Health Centre,Siaya,Hospital,,,,Gem,Aluor Market,0.01047,34.465
Alupe Sub-District Hospital,Busia,Hospital,,,,Teso South,Busia,0.49723,34.13385
Ama (Africa Muslim Agency) Clinic,Kiambu,Hospital,,,,Thika West,Thika,-1.05914,37.11405
Amaal Annex Nursing,Mandera,Hospital,,,,Mandera East,central,3.93705,41.85069
Amagoro Nursing Home,Busia,Hospital,,,,Teso North,Amagoro,0.62761,34.33368
Amaiga Dispensary (Manga),Nyamira,Hospital,,,,Manga,Kenyenya Market,0.4638,34.92974
Amakuriat Dispensary,West Pokot,Hospital,,,,North Pokot,Makutano,2.27808,35.00542
Amal Medical Clinic,Mandera,Hospital,,,,Mandera East,Mandera,3.93702,41.83541
Amalya Medical Centre,Kiambu,Hospital,,,,Kikuyu,Gitaru,-1.23322,36.67059
Amani Clinic,Nyeri,Hospital,,,,Mathira East,Karatina,-0.48204,37.1257
Amani Clinic (Garissa),Garissa,Hospital,,,,Garissa, ,-0.45451,39.643
Amani MC,Trans Nzoia,Hospital,,,,Trans Nzoia West,Within Kitale town,1.01365,35.00407
Amani Medical Centre (Suneka),Kisii,Hospital,,,,Kisii South,Suneka  Town,-0.67886,34.70765
Amani Medical Clinic,Machakos,Hospital,,,,Machakos,Jokoini,-1.276,37.23
Amani Medical Clinic (Changamwe),Mombasa,Hospital,,,,Changamwe,Mombasa,-3.99953,39.60588
Amani Medical Clinic (Kambu),Makueni,Hospital,,,,Kibwezi,Kambu,-2.59398,38.07652
Amani Medical Clinic (Kilifi),Kilifi,Hospital,,,,Kilifi North,Kilifi,-3.64157,39.84783
Amani Medical Clinic (Likoni),Mombasa,Hospital,,,,Likoni,Mombasa,-4.08961,39.65088
Amani Medical Clinic (Malindi),Kilifi,Hospital,,,,Magarini,Marereni,-2.86064,40.08492
Amani Medical Clinic (Meru),Meru,Hospital,,,,Imenti North,Gakoromone Market,0.0469,37.65956
Amani Medical Clinic (Meru),Meru,Hospital,,,,Imenti North,Meru Town,0.0469,37.65956
Amani Medical Clinic (Murungaru),Nyandarua,Hospital,,,,Nyandarua South,Murungaru shopping centre,-0.58922,36.49003
Amani Medical Clinic Magumu,Nyandarua,Hospital,,,,Kinangop,Magumu Market,-0.86052,36.56489
Amani Medical Clinic Yatta,Machakos,Hospital,,,,Machakos,In Kaseve Market,-1.52265,37.33527
Amani VCT,Mombasa,Hospital,,,,Kisauni, ,-4.06274,39.67241
Amase Dispensary,Busia,Hospital,,,,Teso South,Adunogsi,0.52063,34.18226
Amatierio Dispensary,Nyamira,Hospital,,,,Borabu,Nyaramba,-0.47118,34.94123
Amazing Grace M C,Nyandarua,Hospital,,,,Nyandarua West,Kasuku,-0.13143,36.34941
Ambalo Dispensary,Marsabit,Hospital,,,,Sololo,Sololo,3.03433,38.75968
Ambira Sub-District Hospital,Siaya,Hospital,,,,Ugunja,Ugunja Market,0.17689,34.27269
Amboni Dispensary,Nyeri,Hospital,,,,Kieni West,Mweiga,-0.33787,36.87315
Amboseli Dispensary,Kajiado,Hospital,,,,Loitoktok,Loitokitok,-2.74492,37.3667
Amboseli Serena Lodge Clinic,Kajiado,Hospital,,,,Loitoktok,Loitokitok,-2.70725,37.26451
AMEC Laboratories,Nakuru,Hospital,,,,Nakuru,Near Gilanis Supermarket,-0.28489,36.071
Amina Medical Clinic,Kilifi,Hospital,,,,Kilifi South,Kikimbala market,-3.89126,39.77954
Among'ura Community Dispensary,Busia,Hospital,,,,Teso South,Adungosi,0.54258,34.13744
Amoyo Dispensary,Homa Bay,Hospital,,,,Ndhiwa,Riat,-0.82297,34.35597
Amugaa Health Centre,Meru,Hospital,,,,Tigania East,Kianjai,0.15114,37.89011
Amukura Health Centre,Busia,Hospital,,,,Teso South,Amukura,0.56216,34.27321
Amukura Mission Health Centre,Busia,Hospital,,,,Teso South,Amukura,0.572,34.27269
Amuma Dispensary,Garissa,Hospital,,,,Fafi,Amuma,-0.11627,40.29318
Amuma Mobile Dispensary,Garissa,Hospital,,,,Fafi,Bura,-0.26111,40.20173
Amungeti Catholic Dispensary,Meru,Hospital,,,,Igembe South,Maua,0.19328,37.96353
Amurt Health care Centre (Malindi),Kilifi,Hospital,,,,Malindi,Shella,-3.22482,40.12517
Amurt Health Centre,Nairobi,Hospital,,,,Westlands,Nairobi,-1.2658,36.73778
Amurt Health Centre (Likoni),Mombasa,Hospital,,,,Likoni,Mombasa,-4.07765,39.65362
Amwamba Dispensary,Meru,Hospital,,,,Igembe South,Kinji Market,0.19384,37.93124
Ancilla Catholic Dispensary,Uasin Gishu,Hospital,,,,Eldoret West,Eldoret,0.549715,35.2702
Anderi Dispensary,Samburu,Hospital,,,,Samburu North,South Horr,2.22166,36.89779
Andersen Medical Centre,Trans Nzoia,Hospital,,,,Kwanza,Kitale,1.20451,34.78798
Anding'o Opanga Dispensary,Kisumu,Hospital,,,,Nyakach,Anding' Opanga,-0.3624,34.8405
Andulus Medical Clinic,Nairobi,Hospital,,,,Kamukunji,Woodstreet Nursing Home,-1.27393,36.84563
Aneko Dispensary,Migori,Hospital,,,,Nyatike,Aneko,-0.98,34.15
Angaga Dispensary,Migori,Hospital,,,,Awendo,Mariwa Market Center,-0.98123,34.61518
Angata Health Centre,Narok,Hospital,,,,Trans Mara West - Dikirr,Angata Market,-1.37645,34.77567
Angata Nanyokie Dispensary,Samburu,Hospital,,,,Samburu Central,Angata Nanyokie Village,1.3181,36.67378
Angaza VCT,Nairobi,Hospital,,,,Embakasi Central,Koyole,-1.27541,36.91075
Angelic Medical Centre,Kiambu,Hospital,,,,Kiambu,Kasarini,-1.20449,36.83379
Angels Health Services,Meru,Hospital,,,,Igembe South,Amwathi,0.232003,37.94174
Ang'iya Dispensary,Homa Bay,Hospital,,,,Mbita,Luanda,-0.45775,34.27647
Angola Community Dispensary,Kisumu,Hospital,,,,Kisumu East,Angola Market,-0.12713,34.8245
Angurai Health Centre,Busia,Hospital,,,,Teso North,Angurai,0.70935,34.35149
Anin Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.685766,35.529289
Anjego Dispensary,Migori,Hospital,,,,Migori,Anjego,-1.01652,34.44287
Ankamia Dispensary,Meru,Hospital,,,,Tigania East,Ankamia market,0.12588,37.87908
Anmer Dispensary,Kiambu,Hospital,,,,Kiambu,Kiambu,-1.13699,36.84742
Annet Dispensary,West Pokot,Hospital,,,,Pokot Central,Kitor,1.32562,35.60279
Annex Clinic (Kenyenya),Kisii,Hospital,,,,Kenyenya,Magena,-0.91614,34.79611
Annex Health Care,Nairobi,Hospital,,,,Roysambu,just next to 44 stage,-1.20013,36.90185
Annex Hospital (Nakuru),Nakuru,Hospital,,,,Nakuru,Nakuru Town,-0.16938,36.04868
Annex Laboratory,Nyeri,Hospital,,,,Nyeri Central,Nyeri Town,-0.001332,37.094
Annex Medical Clinic,Embu,Hospital,,,,Mbeere North,Siakago,-0.57653,37.63925
Annex Medical Clinic (Muranga North),Murang'a,Hospital,,,,Mathioya,Kiriaini,-0.60221,36.95693
Annex Medical Clinic (Trans Nzoia West),Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,0.8915,34.91984
Annointed Medical Clinic,Kakamega,Hospital,,,,Mumias, ,0.29934,34.50601
Annunciation Catholic Dispensary,Kiambu,Hospital,,,,Ruiru,Githurai,-1.21305,36.96945
Anole Dispensary,Wajir,Hospital,,,,Eldas,Eldas,2.29626,39.48458
Anona Dispensary,Marsabit,Hospital,,,,Sololo,Sololo,3.59256,38.62391
Ansar Medical Clinic,Mombasa,Hospital,,,,Changamwe,Mombasa,-3.98311,39.5958
Antodevi Medical Clinic,Meru,Hospital,,,,Igembe South,KIMONGORO,0.20056,37.94756
Antony Njogu Clinic,Nyeri,Hospital,,,,Nyeri Central,Nyeri Town,-0.001332,37.094
Antubangai Catholic Dispensary,Meru,Hospital,,,,Igembe Central,Athiru Market,0.292,37.961
Antubetwe Njoune Dispensary,Meru,Hospital,,,,Igembe Central,Njoune Market,0.2633,37.95563
Antubochiu Dispensary,Meru,Hospital,,,,Igembe South,Antubochiu Market,0.21061,37.94341
Anyuongi Dispensary,Siaya,Hospital,,,,Bondo,Anyuongi,-0.17618,34.27613
Anza Mapema-Drop in Dice,Kisumu,Hospital,,,,Kisumu East,Tom Mboya Estate,-0.04721,34.67107
Ap Line Dispensary,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Kakamege Town,0.27532,34.75514
Apdk Dispensary (Machakos),Machakos,Hospital,,,,Machakos,Machakos,-1.5195,37.26185
Apetit Dispensary,Busia,Hospital,,,,Teso South, ,0.5457,34.21069
Apex Clinic,Siaya,Hospital,,,,Bondo,Usenge,-0.06349,34.06152
Apha Laboratory,Kirinyaga,Hospital,,,,Kirinyaga West,Sagana,-0.66523,37.20623
Aphia Disc 1 Nanyuki Transport,Laikipia,Hospital,,,,Laikipia East,Nanyuki  Town,0.0143,37.07866
Aphia Plus Marps Dic Nanyuki,Laikipia,Hospital,,,,Laikipia East,Nanyuki town,0.01413,37.0703
Aphiaplus Drop-In Centre (Naivasha),Nakuru,Hospital,,,,Naivasha,Naivasha town,-0.71238,36.42947
Apokor Dispensary,Busia,Hospital,,,,Teso South,Amukura,0.52922,34.28329
Aposta Dispensary,Turkana,Hospital,,,,Turkana West,Lokichogio,4.10123,34.5792
Apostles Clinic,Kakamega,Hospital,,,,Butere,Sabatia,0.26038,34.50626
Appex Medical Clinic,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.10631,35.18473
Approved Dispensary,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Kakamege Town,0.29318,34.76131
Approved School Dispensary (Machakos),Machakos,Hospital,,,,Machakos,Katoloni Market,-1.58672,37.25784
Apu Dispensary,Isiolo,Hospital,,,,Isiolo,Isiolo,0.27955,37.54604
Aqswaa Medical Clinic,Kwale,Hospital,,,,Msambweni,Ukunda,-4.36865,39.40521
Aqua Medical Clinic,Nyeri,Hospital,,,,Kieni East,Narumoru,-0.17129,37.02035
Aquilla Farm Medical Clinic,Nakuru,Hospital,,,,Naivasha,Naivasha,-0.74543,36.25053
Arabia Health Centre,Mandera,Hospital,,,,Mandera East,Mandera,3.94118,41.86135
Arama Dispensary,Baringo,Hospital,,,,Koibatek,Eldama Ravine,0.04383,35.66081
Arara ENT Clinic,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,1.01555,35.00208
Arara ENT Clinic,Trans Nzoia,Hospital,,,,Trans Nzoia West,Within Kitale town,1.01555,35.00208
Arbajahan Health Centre,Wajir,Hospital,,,,Wajir West,Griftu,2.06749,39.0126
Arbajahan Nomadic Mobile Clinic,Wajir,Hospital,,,,Wajir West,Griftu,2.13798,39.28422
Arbaqueranso Dispensary,Wajir,Hospital,,,,Wajir East,Arbaqueranso Village,1.77267,40.2957
Arcade Medical Clinic,Nyeri,Hospital,,,,Mathira East,Karatina,-0.48011,37.12399
Arcade Medical Clinic (Ruiru),Kiambu,Hospital,,,,Ruiru,Githurai 44,-1.21078,36.92446
Archers Post Health Centre,Samburu,Hospital,,,,Samburu East,Archers Post,0.65141,37.5921
Aren Medical Clinic,Kiambu,Hospital,,,,Limuru,Kamirithu village,-1.10928,36.62803
Aren Medical Clinic,Kiambu,Hospital,,,,Limuru,Limuru,-1.10928,36.62803
Aresa Dispensary,Mandera,Hospital,,,,Mandera East,Mandera,3.94589,41.54122
Argane Dispensary,Wajir,Hospital,,,,Wajir South,Habaswein,1.66875,40.3606
Arimi Clinic and Laboratory,Embu,Hospital,,,,Manyatta,Embu,-0.53512,37.45099
Arimi Dispensary,Nakuru,Hospital,,,,Molo,Elburgon,-0.28251,35.85133
Arito Langi Dispensary,Kisumu,Hospital,,,,Seme,Kolenyo,-0.09448,34.44948
Arjijo Dispensary,Laikipia,Hospital,,,,Laikipia North,Doldol,0.30935,37.24632
Armstrong,Kakamega,Hospital,,,,Mumias,At Shianda mkt,0.29934,34.50601
Aro (SDA) Dispensary,Siaya,Hospital,,,,Bondo,Ndori,-0.06953,34.35579
Arombe Dispensary,Migori,Hospital,,,,Migori,Masara,-1.03484,34.35083
Arosa Dispensary,Marsabit,Hospital,,,,Moyale,Butiye,3.52172,39.05413
Arpollo Dispensary,West Pokot,Hospital,,,,Pokot Central,Sigor,1.19554,35.36162
Arroket Dispensary,Bomet,Hospital,,,,Sotik,Sotik,-0.61894,35.07315
Arror Health Centre,Elgeyo Marakwet,Hospital,,,,Marakwet West,Kapsowar,0.95125,35.62007
Arrow Web Maternity and Nursing Home,Nairobi,Hospital,,,,Embakasi Central,Nairobi,-1.26843,36.9211
Arsim Lutheran Dispensary,Samburu,Hospital,,,,Samburu North,Arsim,1.77759,37.20554
Artisan Dental Laboratory (Nairobi),Nairobi,Hospital,,,,Starehe,Wakulima market,-1.2887,36.82838
Asantey Clinic,Kiambu,Hospital,,,,Thika West,Thika town bus station,-1.0349,37.0768
Asat Beach Dispensary,Kisumu,Hospital,,,,Seme,Asat Beach,-0.18267,34.51846
Asayi Dispensary,Siaya,Hospital,,,,Gem,Sirembe Market,0.1176,34.37246
Asembo Bay Health Clinic (Rarieda),Siaya,Hospital,,,,Rarieda,Kamito market,-0.1815,34.38582
Ash Community Health Centre,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,0.9503,34.97614
Ashabito Health Centre,Mandera,Hospital,,,,Mandera North,Rhamu,3.55206,40.87104
Ashburn Ohuru Clinic,Siaya,Hospital,,,,Siaya,Siaya Market,0.03228,34.31474
Ashraf Medical Clinic,Mombasa,Hospital,,,,Mvita,Mombasa,-4.06111,39.67204
Aski Medical Clinic,Nairobi,Hospital,,,,Embakasi Central,Nairobi,-1.26552,36.92215
ASN Upendo Village Dispensary,Nakuru,Hospital,,,,Naivasha,Naivasha town,-0.75748,36.47571
ASPE Medical Clinic,Kiambu,Hospital,,,,Gatundu North,Gatundutown,-1.0321,36.83175
Assa Dispensary,Tana River,Hospital,,,,Tana Delta,Garsen,-2.04877,39.42897
Association of Physically Disabled of Kenya,Nairobi,Hospital,,,,Westlands,ABC Place,-1.258096,36.7786
Assumption of Mary Dispensary,Kiambu,Hospital,,,,Thika East,Kaguku,-0.985005,37.3309
Assumption Sisters Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.71528,35.51798
Assumption Sisters Mbooni Clinic,Makueni,Hospital,,,,Mbooni West,Kikima Market,-1.66007,37.44812
Assururiet (SDA) Dispensary,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.23641,35.48665
Asumbi Annex Dispensary,Homa Bay,Hospital,,,,Homa Bay,Rodi Market,-0.6246,34.50363
Asumbi Health Centre,Homa Bay,Hospital,,,,Homa Bay,Rangwe,-0.62079,34.61453
Asumbi Teachers Training College,Homa Bay,Hospital,,,,Homa Bay,Asumbi,-0.6018,34.23737
Atakara Medical Clinic,Machakos,Hospital,,,,Matungulu,Tala,-1.26651,37.3199
Atela Dispensary,Homa Bay,Hospital,,,,Rachuonyo South,Near Chabera Market,-0.42457,34.99704
Atemo Health Centre,Homa Bay,Hospital,,,,Rachuonyo South,Ringa Market,-0.503,34.83291
Athi Complex Community Centre,Machakos,Hospital,,,,Athi River,Athi River Town,-1.4452,36.9768
Athi Dispensary,Kiambu,Hospital,,,,Thika West,Jujafarm,-1.16958,37.14497
Athi Kamunyuni Dispensary,Makueni,Hospital,,,,Kibwezi,Kambu,-2.50586,38.26188
Athi River Community Hospital,Machakos,Hospital,,,,Athi River,Makadara,-1.46131,36.97934
Athi River Health Centre,Machakos,Hospital,,,,Athi River,Mavoko,-1.44961,36.98334
Athi River Medical Services,Machakos,Hospital,,,,Athi River,Makadara,-1.45772,36.97749
Athibohol Dispensary,Wajir,Hospital,,,,Wajir West,Griftu,1.85794,39.46997
Athirunjine Runjine Dispensary,Meru,Hospital,,,,Igembe Central,Antubetwe Market,0.30737,37.96397
Atiar Dispensary,Baringo,Hospital,,,,Baringo North,Kabartonjo,0.77933,35.8183
Atlas Medical Clinic,Nyeri,Hospital,,,,Nyeri South,Othaya Town,-0.54785,36.94291
Avarende Medical Clinic,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Sichirai Mkt,0.30369,34.76259
Avenue Health Care,Mombasa,Hospital,,,,Mvita,Mombasa,-4.04906,39.67352
Avenue Health Care (Makadara),Nairobi,Hospital,,,,Makadara,Lungalunga,-1.30337,36.86518
Avenue Health Care Clinic,Kisumu,Hospital,,,,Kisumu East,Kisumu,-0.10463,34.75323
Avenue Health Care Nakuru,Nakuru,Hospital,,,,Nakuru,Central Town,-0.28633,36.06528
Avenue Health Care Ongata Rongai,Kajiado,Hospital,,,,Kajiado North,Ongata Rongai,-1.39443,36.76322
Avenue Healthcare Thika,Kiambu,Hospital,,,,Thika West,Thika town,-1.03879,37.07748
Avenue Hospital,Nairobi,Hospital,,,,Westlands,Nairobi,-1.264508,36.817897
Avenue Hospital Kisumu,Kisumu,Hospital,,,,Kisumu East,Kibuye Market-Kisumu Kakamega Road,-0.088626,34.770387
Awasi Mission Health Center,Kisumu,Hospital,,,,Nyando,Awasi,-0.16043,35.07395
Awendo Jiwdendi,Migori,Hospital,,,,Awendo,Within Awendo Town,-0.90578,34.52885
Axis Nursing Home,Mombasa,Hospital,,,,Mvita,Marikiti,-4.05815,39.67255
Ayan Clinic,Garissa,Hospital,,,,Dadaab,Modogashe,0.614728,39.1829
Ayatya Dispensary,Baringo,Hospital,,,,Baringo North, ,0.674182,35.78822
Azimio Medical Centre,Mombasa,Hospital,,,,Mvita,Tudor Market,-4.03355,39.66053
Azimio Medical Clinic (Meru South),Tharaka Nithi,Hospital,,,,Meru South,Chuka Town/ Kambandi Market,-0.35511,37.66638
B & L Healthcare(Naivasha),Nakuru,Hospital,,,,Naivasha,Naivasha,-0.71456,36.4335
B/Valley (PCEA) Clinic,Embu,Hospital,,,,Manyatta,Embu,-0.5332,37.46336
Baari Health Centre,Nyandarua,Hospital,,,,Nyandarua North,Mailo Inya,-0.01049,36.4143
Baawa Community Dispensary,Samburu,Hospital,,,,Samburu Central,Kisima,1.01035,36.7816
Babadogo (EDARP),Nairobi,Hospital,,,,Ruaraka,Nairobi,-1.23916,36.8864
Babadogo Health Centre,Nairobi,Hospital,,,,Ruaraka,Nairobi,-1.2441,36.88416
Babadogo Medical Health Centre,Nairobi,Hospital,,,,Ruaraka,Nairobi,-1.23916,36.8864
Babito Medical Centre,Nairobi,Hospital,,,,Ruaraka,Next to stage 29/30,-1.25313,36.86708
Badana Dispensary,Isiolo,Hospital,,,,Garbatula,Badana,1.11633,38.9846
Badan-Rero Dispensary,Marsabit,Hospital,,,,Sololo,Sololo,2.76014,38.9009
Badassa Dispensary,Marsabit,Hospital,,,,Marsabit,Marsabit,2.26571,38.02626
Badilika VCT,Homa Bay,Hospital,,,,Rachuonyo South,Chabera Market,-0.42111,35.00508
Badri Medical Clinic,Mombasa,Hospital,,,,Kisauni,Kongowea,-4.03605,39.69097
Badria Medical Clinic,Mombasa,Hospital,,,,Kisauni,Mombasa,-4.04235,39.68392
Bafana Medical Centre,Nairobi,Hospital,,,,Westlands, ,-1.26845,36.75504
Bagaria Dispensary,Nakuru,Hospital,,,,Njoro,Bagaria,-0.48542,36.03998
Bahai Dispensary,Bungoma,Hospital,,,,Kimilili Bungoma,Kimilili,0.73894,34.74928
Bahari Medical Clinic,Mombasa,Hospital,,,,Likoni,Mombasa,-4.08577,39.65958
Bahari Medical Clinic Diani Beach,Kwale,Hospital,,,,Msambweni,Ukunda,-4.30791,39.57793
Baharini Dispensary,Uasin Gishu,Hospital,,,,Eldoret East, ,0.30366,35.45132
Bahati Clinic,Nairobi,Hospital,,,,Makadara,Bahati,-1.29039,36.8594
Bahati Dispensary,Nakuru,Hospital,,,,Nakuru North,Bahati,-0.15402,36.15361
Bahati District Hospital,Nakuru,Hospital,,,,Nakuru North,Maili Kumi,-0.17031,36.12368
Bahati Health Centre,Nairobi,Hospital,,,,Makadara,Makadara,-1.28891,36.86299
Bahati Hospital(Joska),Machakos,Hospital,,,,Matungulu,Joska Market,-1.28363,37.09737
Bahati Medical Clinic,Nairobi,Hospital,,,,Makadara,Nairobi,-1.32065,36.9336
Bahati Medical Clinic (Lugari),Kakamega,Hospital,,,,Lugari,Lumakanda,0.65402,34.9643
Bahati Medical Clinic (West Pokot),West Pokot,Hospital,,,,West Pokot,Makutano,1.25992,35.09843
Bahati Medical Clinic Migori,Migori,Hospital,,,,Migori,Migori Town Market,-1.0682,34.46918
Baji Dispensary,Wajir,Hospital,,,,Wajir West,Baji Primary school,2.29395,38.93313
Bakarani Community Clinic,Mombasa,Hospital,,,,Kisauni,Mombasa,-4.01513,39.69491
Bakarani Maternity and Nursing Home,Mombasa,Hospital,,,,Mvita,Majengo Market,-4.0516,39.66537
Bakhita Dispensary,Kilifi,Hospital,,,,Malindi,Mayungu,-3.17445,40.06918
Balambala Sub-District Hospital,Garissa,Hospital,,,,Balambala,Garissa,-0.04445,39.06323
Balatula Amin Dispensary,Wajir,Hospital,,,,Eldas,Elnur,1.58344,39.55006
Baldo Ippolita Catholic Health Centre,Nairobi,Hospital,,,,Embakasi South,Pipeline,-1.19076,36.53239
Bales Saru Dispensary,Marsabit,Hospital,,,,North Horr, ,4.17562,37.18699
Balesa Dispensary,Marsabit,Hospital,,,,North Horr,North Horr,3.60933,37.34534
Balich Dispensary,Garissa,Hospital,,,,Garissa,Garissa,-0.22079,39.47748
Balla Dispensary,Marsabit,Hospital,,,,Marsabit, ,1.1234,37.12789
Ballore Africa Logistic Staff Clinic,Mombasa,Hospital,,,,Changamwe,Mombasa,-4.01822,39.63202
